Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B92 B92 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B1A B1A V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B100 B100 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-07-20T11:55:00+10:00 Sydney,182.1152787967732kW,36kW,50kW,"","",161kW,169kW,13kW,10kW,94kW,16kW,49kW,3kW,8kW,"",17kW,0kW,"",1kW,9kW,2kW,15kW,282kW,0kW,116kW,48kW,0kW,35kW,16kW,0kW,8kW,0kW,0kW,64kW,0kW,28kW,28kW,2kW,174kW,0kW,12kW,116kW,194kW,67kW,1kW,76kW,0kW,0kW,9kW,90kW,27kW,47kW,1724.2225036621094kW,7kW,64kW,57kW,0kW,57kW,26kW,33kW,43kW,1kW,70kW,89kW,46kW,7kW,21kW,151kW,155kW,0.028071658685803413kW,7kW,10kW,0kW,85kW,5kW,"",117kW,252kW,"",12kW,190kW,40kW,0kW,7kW,296kW,67kW,54kW,146kW,69kW,2kW,799kW,14kW,"",4kW,10kW,0kW,4kW,0kW,27kW,3kW,15kW,150kW,0kW,65kW,0kW,475kW,135kW,68kW,0kW,59kW,0kW,1kW,175kW,39kW,146kW,2kW,"",80kW,"","",73.33209991455078kW,4kW,7kW,2kW,376kW,7kW,31kW,99kW,22kW,106kW,124kW,1kW,5kW,154kW,37kW,12423.697954032119kW,0kW,161kW,64kW,"",8kW,10kW,11kW,811kW,17kW,"",3kW,16kW,35kW,159kW,12kW,508kW,8kW,99kW,38kW
2016-07-20T12:00:00+10:00 Sydney,182.11151870873212kW,36kW,50kW,"","",195kW,163kW,13kW,10kW,91kW,13kW,49kW,3kW,12kW,"",31kW,0kW,"",5kW,13kW,2kW,15kW,282kW,0kW,116kW,54kW,0kW,54kW,14kW,0kW,8kW,0kW,0kW,64kW,0kW,28kW,28kW,2kW,163kW,0kW,12kW,113kW,205kW,67kW,1kW,76kW,0kW,0kW,9kW,90kW,27kW,35kW,1724.2225036621094kW,7kW,64kW,57kW,0kW,54kW,30kW,36kW,44kW,1kW,70kW,89kW,46kW,4kW,31kW,151kW,147kW,0.028071658685803413kW,6kW,4kW,0kW,72kW,3kW,"",117kW,252kW,"",13kW,195kW,39kW,0kW,7kW,304kW,67kW,54kW,121kW,69kW,3kW,775kW,12kW,"",6kW,10kW,0kW,8kW,0kW,26kW,3kW,14kW,146kW,0kW,55kW,0kW,475kW,135kW,73kW,0kW,59kW,0kW,1kW,180kW,39kW,146kW,3kW,"",80kW,"","",69.33209991455078kW,4kW,3kW,6kW,371kW,6kW,31kW,99kW,22kW,106kW,124kW,1kW,4kW,154kW,37kW,12386.694193944079kW,0kW,161kW,64kW,"",4kW,18kW,11kW,811kW,19kW,"",3kW,16kW,36kW,164kW,17kW,496kW,4kW,96kW,38kW
2016-07-20T12:05:00+10:00 Sydney,182.10775862069104kW,36kW,50kW,"","",195kW,163kW,17kW,10kW,91kW,13kW,51kW,3kW,12kW,"",31kW,0kW,"",5kW,13kW,2kW,15kW,308kW,0kW,129kW,54kW,0kW,54kW,14kW,0kW,8kW,0kW,0kW,64kW,0kW,28kW,28kW,2kW,163kW,0kW,12kW,113kW,205kW,67kW,1kW,85kW,0kW,0kW,9kW,94kW,27kW,35kW,1740.9906005859375kW,7kW,67kW,52kW,0kW,54kW,30kW,36kW,44kW,1kW,74kW,89kW,46kW,4kW,31kW,149kW,147kW,0.028071658685803413kW,6kW,4kW,0kW,72kW,3kW,"",117kW,247kW,"",13kW,195kW,39kW,0kW,7kW,306kW,67kW,54kW,121kW,71kW,3kW,775kW,12kW,"",6kW,10kW,0kW,8kW,0kW,26kW,3kW,14kW,146kW,0kW,55kW,0kW,492kW,142kW,73kW,0kW,58kW,0kW,1kW,180kW,39kW,139kW,3kW,"",68kW,"","",69.33209991455078kW,4kW,3kW,6kW,371kW,6kW,26kW,80kW,22kW,108kW,124kW,1kW,4kW,154kW,37kW,12455.458530779866kW,0kW,160kW,64kW,"",4kW,18kW,11kW,838kW,19kW,"",3kW,16kW,36kW,164kW,17kW,483kW,4kW,96kW,38kW
2016-07-20T12:10:00+10:00 Sydney,182.10399853264997kW,36kW,51kW,"","",170kW,163kW,17kW,10kW,91kW,9kW,51kW,3kW,12kW,"",23kW,0kW,"",4kW,11kW,2kW,15kW,308kW,0kW,129kW,38kW,0kW,54kW,14kW,0kW,8kW,0kW,0kW,64kW,0kW,28kW,28kW,3kW,163kW,0kW,14kW,113kW,194kW,74kW,1kW,85kW,0kW,0kW,13kW,94kW,27kW,35kW,1740.9906005859375kW,6kW,67kW,52kW,0kW,54kW,30kW,36kW,45kW,1kW,74kW,101kW,42kW,7kW,24kW,147kW,157kW,0.029079550877213478kW,9kW,4kW,0kW,72kW,3kW,"",127kW,247kW,"",13kW,195kW,39kW,0kW,9kW,301kW,74kW,56kW,150kW,71kW,3kW,820kW,10kW,"",8kW,10kW,0kW,4kW,0kW,26kW,3kW,12kW,146kW,0kW,55kW,0kW,474kW,142kW,63kW,0kW,58kW,0kW,1kW,166kW,39kW,139kW,3kW,"",68kW,"","",70.70300102233887kW,5kW,9kW,3kW,371kW,6kW,26kW,80kW,22kW,108kW,131kW,1kW,4kW,159kW,37kW,12474.826679691803kW,0kW,160kW,60kW,"",4kW,16kW,16kW,842kW,16kW,"",3kW,16kW,35kW,164kW,17kW,483kW,2kW,96kW,21kW
2016-07-20T12:15:00+10:00 Sydney,182.1002384446089kW,36kW,51kW,"","",170kW,165kW,17kW,10kW,88kW,9kW,51kW,3kW,12kW,"",23kW,0kW,"",4kW,11kW,2kW,15kW,350kW,0kW,129kW,38kW,0kW,45kW,13kW,0kW,8kW,0kW,0kW,64kW,0kW,29kW,29kW,3kW,157kW,0kW,14kW,115kW,194kW,74kW,5kW,85kW,0kW,0kW,13kW,94kW,28kW,35kW,1740.9906005859375kW,6kW,67kW,52kW,0kW,90kW,27kW,31kW,45kW,1kW,74kW,101kW,42kW,7kW,24kW,147kW,157kW,0.029079550877213478kW,9kW,4kW,0kW,62kW,3kW,"",127kW,247kW,"",17kW,186kW,28kW,0kW,9kW,307kW,74kW,56kW,150kW,73kW,3kW,820kW,10kW,"",8kW,10kW,0kW,4kW,0kW,26kW,3kW,12kW,140kW,0kW,76kW,0kW,482kW,142kW,63kW,0kW,58kW,0kW,1kW,166kW,39kW,137kW,3kW,"",72kW,"","",81.70300102233887kW,5kW,9kW,3kW,378kW,10kW,28kW,79kW,22kW,108kW,131kW,1kW,4kW,159kW,37kW,12568.822919603763kW,0kW,161kW,60kW,"",12kW,16kW,16kW,848kW,16kW,"",3kW,16kW,35kW,165kW,11kW,477kW,2kW,104kW,21kW
2016-07-20T12:20:00+10:00 Sydney,182.09647835656781kW,36kW,51kW,"","",170kW,165kW,18kW,10kW,88kW,9kW,50kW,3kW,12kW,"",23kW,0kW,"",4kW,11kW,2kW,15kW,350kW,0kW,129kW,38kW,0kW,45kW,13kW,0kW,8kW,0kW,0kW,64kW,0kW,29kW,29kW,3kW,157kW,0kW,14kW,115kW,194kW,74kW,5kW,77kW,0kW,0kW,13kW,90kW,28kW,35kW,1741.4635009765625kW,6kW,60kW,43kW,0kW,90kW,27kW,31kW,45kW,1kW,74kW,101kW,42kW,7kW,24kW,147kW,157kW,0.029079550877213478kW,9kW,4kW,0kW,62kW,3kW,"",130kW,255kW,"",17kW,186kW,28kW,0kW,9kW,307kW,74kW,62kW,150kW,73kW,3kW,820kW,10kW,"",8kW,10kW,0kW,4kW,0kW,26kW,3kW,12kW,140kW,0kW,76kW,0kW,484kW,142kW,65kW,0kW,57kW,0kW,1kW,166kW,39kW,137kW,3kW,"",72kW,"","",83.88010025024414kW,5kW,9kW,3kW,378kW,10kW,28kW,80kW,22kW,107kW,138kW,1kW,4kW,159kW,37kW,12569.469159134253kW,0kW,160kW,60kW,"",12kW,16kW,16kW,864kW,16kW,"",3kW,16kW,35kW,165kW,11kW,477kW,2kW,104kW,21kW
2016-07-20T12:25:00+10:00 Sydney,182.09271826852674kW,38kW,55kW,"","",148kW,162kW,18kW,11kW,88kW,13kW,50kW,3kW,10kW,"",29kW,0kW,"",4kW,10kW,2kW,15kW,350kW,0kW,129kW,60kW,0kW,46kW,10kW,0kW,8kW,0kW,0kW,62kW,0kW,29kW,29kW,1kW,157kW,0kW,17kW,115kW,185kW,64kW,1kW,77kW,0kW,0kW,9kW,90kW,28kW,35kW,1741.4635009765625kW,4kW,60kW,43kW,0kW,90kW,32kW,25kW,47kW,1kW,74kW,85kW,44kW,4kW,20kW,145kW,167kW,0.027417249977588654kW,8kW,4kW,0kW,61kW,3kW,"",130kW,255kW,"",17kW,186kW,28kW,0kW,8kW,311kW,64kW,62kW,117kW,73kW,3kW,775kW,14kW,"",4kW,10kW,0kW,10kW,0kW,26kW,5kW,14kW,209kW,0kW,76kW,0kW,484kW,142kW,64kW,0kW,57kW,0kW,1kW,170kW,36kW,137kW,3kW,"",72kW,"","",65.56419944763184kW,5kW,6kW,3kW,397kW,10kW,28kW,80kW,22kW,107kW,139kW,1kW,5kW,154kW,37kW,12531.147835942698kW,0kW,160kW,61kW,"",12kW,11kW,24kW,864kW,16kW,"",4kW,16kW,32kW,158kW,11kW,477kW,1kW,104kW,26kW
2016-07-20T12:30:00+10:00 Sydney,182.08895818048566kW,38kW,55kW,"","",148kW,162kW,16kW,11kW,93kW,13kW,44kW,3kW,10kW,"",29kW,0kW,"",4kW,10kW,2kW,15kW,305kW,0kW,129kW,60kW,0kW,46kW,10kW,0kW,8kW,0kW,0kW,62kW,0kW,29kW,29kW,1kW,131kW,0kW,17kW,115kW,185kW,64kW,1kW,77kW,0kW,0kW,9kW,90kW,27kW,28kW,1739.4635009765625kW,4kW,60kW,57kW,0kW,75kW,32kW,25kW,47kW,1kW,70kW,85kW,44kW,4kW,20kW,142kW,167kW,0.027417249977588654kW,8kW,4kW,0kW,61kW,3kW,"",130kW,255kW,"",7kW,187kW,32kW,0kW,8kW,270kW,64kW,62kW,117kW,74kW,3kW,775kW,14kW,"",4kW,10kW,0kW,10kW,0kW,26kW,5kW,14kW,209kW,0kW,67kW,0kW,473kW,148kW,64kW,0kW,57kW,0kW,1kW,170kW,36kW,175kW,3kW,"",76kW,"","",65.56419944763184kW,5kW,6kW,3kW,397kW,8kW,35kW,80kW,20kW,107kW,139kW,1kW,5kW,154kW,37kW,12432.144075854658kW,0kW,179kW,61kW,"",7kW,11kW,24kW,851kW,16kW,"",4kW,16kW,32kW,158kW,11kW,473kW,1kW,106kW,26kW
2016-07-20T12:35:00+10:00 Sydney,182.08519809244459kW,43kW,55kW,"","",148kW,162kW,16kW,11kW,93kW,13kW,44kW,3kW,10kW,"",29kW,0kW,"",4kW,10kW,2kW,15kW,305kW,0kW,129kW,60kW,0kW,46kW,10kW,0kW,8kW,0kW,0kW,62kW,0kW,29kW,29kW,1kW,131kW,0kW,17kW,115kW,185kW,74kW,1kW,91kW,0kW,0kW,9kW,102kW,27kW,28kW,1747.1327056884766kW,4kW,63kW,57kW,0kW,75kW,32kW,25kW,47kW,1kW,70kW,85kW,44kW,4kW,20kW,142kW,167kW,0.031053470447659492kW,8kW,4kW,0kW,61kW,3kW,"",128kW,262kW,"",7kW,187kW,32kW,0kW,8kW,265kW,74kW,55kW,117kW,74kW,3kW,775kW,14kW,"",4kW,10kW,0kW,10kW,0kW,26kW,5kW,14kW,209kW,0kW,67kW,0kW,472kW,148kW,62kW,0kW,52kW,0kW,1kW,170kW,37kW,175kW,3kW,"",76kW,"","",67.85459899902344kW,5kW,6kW,3kW,397kW,8kW,35kW,87kW,20kW,106kW,143kW,1kW,5kW,154kW,2kW,12425.103556250393kW,0kW,179kW,61kW,"",7kW,11kW,21kW,839kW,16kW,"",4kW,16kW,32kW,158kW,11kW,473kW,1kW,106kW,26kW
2016-07-20T12:40:00+10:00 Sydney,182.0814380044035kW,43kW,60kW,"","",148kW,169kW,16kW,14kW,87kW,12kW,44kW,3kW,7kW,"",18kW,0kW,"",4kW,11kW,2kW,16kW,305kW,0kW,129kW,74kW,0kW,46kW,13kW,4kW,8kW,0kW,0kW,69kW,0kW,31kW,31kW,1kW,124kW,0kW,13kW,117kW,218kW,74kW,1kW,91kW,0kW,0kW,7kW,102kW,37kW,34kW,1747.1327056884766kW,4kW,63kW,57kW,0kW,73kW,27kW,26kW,45kW,1kW,70kW,94kW,45kW,5kW,15kW,142kW,153kW,0.031053470447659492kW,6kW,22kW,0kW,67kW,5kW,"",128kW,262kW,"",7kW,198kW,24kW,0kW,7kW,275kW,74kW,55kW,168kW,74kW,2kW,763kW,19kW,"",6kW,10kW,0kW,4kW,0kW,26kW,3kW,12kW,180kW,0kW,60kW,0kW,472kW,148kW,67kW,0kW,52kW,0kW,1kW,162kW,37kW,175kW,2kW,"",76kW,"","",68.85459899902344kW,5kW,7kW,5kW,394kW,4kW,35kW,87kW,23kW,106kW,143kW,0kW,4kW,154kW,2kW,12513.09979616235kW,0kW,179kW,66kW,"",8kW,13kW,21kW,826kW,22kW,"",3kW,16kW,31kW,143kW,19kW,475kW,1kW,109kW,23kW
2016-07-20T12:45:00+10:00 Sydney,182.07767791636243kW,43kW,60kW,"","",148kW,169kW,16kW,14kW,87kW,12kW,44kW,3kW,7kW,"",18kW,0kW,"",4kW,11kW,2kW,16kW,311kW,0kW,132kW,74kW,0kW,46kW,13kW,4kW,8kW,0kW,0kW,69kW,0kW,31kW,31kW,1kW,124kW,0kW,13kW,117kW,218kW,74kW,1kW,80kW,0kW,0kW,7kW,85kW,37kW,34kW,1747.3647003173828kW,4kW,65kW,67kW,0kW,73kW,27kW,26kW,45kW,1kW,69kW,94kW,45kW,5kW,15kW,142kW,153kW,0.031053470447659492kW,6kW,22kW,0kW,67kW,5kW,"",119kW,250kW,"",7kW,198kW,24kW,0kW,7kW,275kW,74kW,58kW,168kW,63kW,2kW,763kW,19kW,"",6kW,10kW,0kW,4kW,0kW,26kW,3kW,12kW,180kW,0kW,60kW,0kW,482kW,130kW,67kW,0kW,55kW,0kW,1kW,162kW,37kW,173kW,2kW,"",80kW,"","",68.85459899902344kW,5kW,7kW,5kW,394kW,4kW,28kW,90kW,23kW,112kW,143kW,0kW,4kW,154kW,2kW,12481.328030703216kW,0kW,160kW,66kW,"",8kW,13kW,21kW,836kW,22kW,"",3kW,16kW,31kW,143kW,19kW,490kW,1kW,109kW,23kW
2016-07-20T12:50:00+10:00 Sydney,182.07391782832136kW,37kW,61kW,"","",153kW,167kW,16kW,10kW,87kW,14kW,44kW,3kW,6kW,"",22kW,0kW,"",0kW,21kW,2kW,15kW,311kW,0kW,132kW,78kW,0kW,46kW,13kW,2kW,8kW,0kW,0kW,65kW,0kW,31kW,31kW,1kW,124kW,0kW,15kW,117kW,213kW,64kW,1kW,80kW,0kW,0kW,8kW,85kW,37kW,34kW,1747.3647003173828kW,4kW,65kW,67kW,0kW,73kW,27kW,26kW,43kW,2kW,69kW,81kW,44kW,10kW,15kW,148kW,158kW,0.03144655004143715kW,10kW,4kW,0kW,65kW,4kW,"",119kW,250kW,"",7kW,198kW,24kW,0kW,8kW,277kW,64kW,58kW,152kW,63kW,3kW,818kW,16kW,"",8kW,10kW,0kW,6kW,0kW,27kW,3kW,12kW,180kW,0kW,60kW,0kW,482kW,130kW,60kW,0kW,55kW,0kW,2kW,169kW,40kW,173kW,3kW,"",80kW,"","",67.61849975585938kW,4kW,7kW,1kW,402kW,4kW,28kW,90kW,23kW,112kW,130kW,0kW,4kW,156kW,2kW,12509.088564451606kW,0kW,160kW,66kW,"",8kW,16kW,8kW,836kW,15kW,"",3kW,16kW,35kW,151kW,19kW,490kW,1kW,109kW,21kW
2016-07-20T12:55:00+10:00 Sydney,182.07015774028028kW,37kW,61kW,"","",153kW,167kW,16kW,10kW,92kW,14kW,44kW,3kW,6kW,"",22kW,0kW,"",0kW,21kW,2kW,15kW,268kW,0kW,134kW,78kW,0kW,46kW,13kW,2kW,8kW,0kW,0kW,65kW,0kW,35kW,35kW,1kW,174kW,0kW,15kW,138kW,213kW,64kW,1kW,80kW,0kW,0kW,8kW,85kW,29kW,56kW,1747.3647003173828kW,4kW,65kW,67kW,0kW,56kW,26kW,25kW,43kW,2kW,68kW,81kW,44kW,10kW,15kW,154kW,158kW,0.03144655004143715kW,10kW,4kW,0kW,65kW,4kW,"",119kW,250kW,"",7kW,191kW,45kW,0kW,8kW,295kW,64kW,58kW,152kW,63kW,3kW,818kW,16kW,"",8kW,10kW,0kW,6kW,0kW,27kW,3kW,12kW,169kW,0kW,61kW,0kW,478kW,130kW,60kW,0kW,55kW,0kW,2kW,169kW,40kW,158kW,3kW,"",103kW,"","",67.61849975585938kW,4kW,7kW,1kW,402kW,4kW,36kW,90kW,22kW,112kW,130kW,0kW,4kW,156kW,2kW,12538.084804363563kW,0kW,160kW,66kW,"",5kW,16kW,8kW,819kW,15kW,"",3kW,16kW,35kW,151kW,10kW,473kW,1kW,115kW,21kW
2016-07-20T13:00:00+10:00 Sydney,182.0663976522392kW,34kW,61kW,"","",153kW,167kW,18kW,10kW,92kW,14kW,74kW,3kW,6kW,"",22kW,0kW,"",0kW,21kW,2kW,15kW,268kW,1kW,134kW,78kW,0kW,46kW,13kW,2kW,8kW,0kW,0kW,65kW,0kW,35kW,35kW,1kW,174kW,0kW,15kW,138kW,213kW,64kW,1kW,83kW,0kW,0kW,8kW,90kW,29kW,56kW,1738.746597290039kW,4kW,64kW,55kW,0kW,56kW,26kW,25kW,43kW,2kW,68kW,81kW,44kW,10kW,15kW,151kW,158kW,0.03144655004143715kW,10kW,4kW,0kW,65kW,4kW,"",116kW,255kW,"",7kW,191kW,45kW,0kW,8kW,295kW,64kW,98kW,152kW,63kW,3kW,818kW,16kW,"",8kW,10kW,0kW,6kW,0kW,27kW,3kW,12kW,169kW,0kW,61kW,0kW,490kW,127kW,60kW,0kW,53kW,0kW,2kW,169kW,40kW,158kW,3kW,"",103kW,"","",70.01099967956543kW,4kW,7kW,1kW,402kW,4kW,36kW,82kW,22kW,109kW,128kW,0kW,4kW,156kW,2kW,12574.855441171885kW,0kW,160kW,66kW,"",5kW,16kW,8kW,818kW,15kW,"",3kW,16kW,35kW,151kW,10kW,473kW,1kW,115kW,21kW
2016-07-20T13:05:00+10:00 Sydney,182.06263756419813kW,34kW,54kW,"","",152kW,165kW,18kW,14kW,98kW,17kW,74kW,3kW,2kW,"",25kW,0kW,"",0kW,11kW,2kW,15kW,268kW,1kW,134kW,67kW,0kW,49kW,13kW,0kW,8kW,0kW,0kW,58kW,0kW,35kW,35kW,1kW,174kW,0kW,18kW,138kW,213kW,65kW,1kW,83kW,0kW,0kW,15kW,90kW,29kW,56kW,1736.746597290039kW,4kW,64kW,55kW,0kW,56kW,26kW,25kW,44kW,1kW,68kW,93kW,48kW,6kW,15kW,146kW,156kW,0.028845544904470444kW,9kW,4kW,0kW,62kW,6kW,"",116kW,255kW,"",7kW,191kW,26kW,0kW,7kW,292kW,65kW,98kW,125kW,63kW,2kW,784kW,8kW,"",8kW,10kW,4kW,4kW,0kW,14kW,0kW,12kW,138kW,0kW,61kW,0kW,490kW,127kW,63kW,0kW,53kW,0kW,1kW,170kW,37kW,158kW,2kW,"",103kW,"","",69.77939987182617kW,4kW,12kW,2kW,387kW,4kW,36kW,82kW,22kW,109kW,129kW,3kW,4kW,151kW,2kW,12385.617480270968kW,0kW,160kW,58kW,"",5kW,13kW,12kW,818kW,18kW,"",3kW,16kW,32kW,146kW,10kW,454kW,5kW,116kW,24kW
2016-07-20T13:10:00+10:00 Sydney,182.05887747615705kW,34kW,54kW,"","",152kW,165kW,13kW,14kW,98kW,17kW,55kW,3kW,2kW,"",25kW,0kW,"",0kW,11kW,2kW,15kW,275kW,0kW,123kW,67kW,0kW,49kW,13kW,0kW,8kW,0kW,0kW,58kW,0kW,28kW,28kW,1kW,162kW,0kW,18kW,128kW,213kW,65kW,1kW,80kW,0kW,0kW,15kW,94kW,27kW,29kW,1749.224594116211kW,4kW,72kW,54kW,0kW,57kW,26kW,25kW,44kW,1kW,67kW,93kW,48kW,6kW,15kW,150kW,156kW,0.028845544904470444kW,9kW,4kW,0kW,62kW,6kW,"",124kW,261kW,"",8kW,182kW,26kW,0kW,7kW,287kW,65kW,98kW,125kW,66kW,2kW,784kW,8kW,"",8kW,10kW,4kW,4kW,0kW,14kW,0kW,12kW,138kW,0kW,72kW,0kW,483kW,130kW,63kW,0kW,52kW,0kW,1kW,170kW,37kW,138kW,2kW,"",93kW,"","",69.77939987182617kW,4kW,12kW,2kW,387kW,4kW,34kW,82kW,22kW,109kW,129kW,3kW,4kW,151kW,2kW,12333.091717009098kW,0kW,165kW,58kW,"",6kW,13kW,12kW,821kW,18kW,"",3kW,16kW,32kW,146kW,16kW,482kW,5kW,116kW,24kW
2016-07-20T13:15:00+10:00 Sydney,182.05511738811597kW,39kW,55kW,"","",195kW,165kW,13kW,9kW,98kW,17kW,55kW,3kW,2kW,"",24kW,0kW,"",0kW,11kW,2kW,15kW,275kW,0kW,123kW,67kW,0kW,49kW,13kW,0kW,8kW,0kW,0kW,64kW,0kW,28kW,28kW,1kW,162kW,0kW,18kW,128kW,220kW,77kW,1kW,80kW,0kW,0kW,15kW,94kW,27kW,29kW,1753.224594116211kW,4kW,72kW,54kW,0kW,57kW,26kW,25kW,42kW,1kW,67kW,107kW,50kW,6kW,16kW,146kW,151kW,0.028726058080792427kW,9kW,4kW,0kW,62kW,4kW,"",124kW,261kW,"",8kW,182kW,26kW,0kW,7kW,296kW,77kW,60kW,174kW,66kW,2kW,785kW,8kW,"",8kW,10kW,4kW,4kW,0kW,14kW,0kW,12kW,138kW,0kW,72kW,0kW,483kW,130kW,57kW,0kW,52kW,0kW,1kW,169kW,35kW,138kW,2kW,"",93kW,"","",77.40450096130371kW,4kW,6kW,2kW,387kW,4kW,34kW,82kW,22kW,109kW,141kW,0kW,4kW,155kW,2kW,12440.712938523711kW,0kW,165kW,64kW,"",6kW,13kW,13kW,821kW,20kW,"",3kW,16kW,32kW,146kW,16kW,482kW,5kW,116kW,20kW
2016-07-20T13:20:00+10:00 Sydney,182.0513573000749kW,39kW,55kW,"","",195kW,164kW,13kW,9kW,89kW,18kW,55kW,3kW,3kW,"",24kW,0kW,"",0kW,10kW,2kW,15kW,300kW,0kW,119kW,49kW,0kW,45kW,12kW,0kW,8kW,0kW,0kW,64kW,0kW,35kW,35kW,1kW,149kW,0kW,15kW,131kW,220kW,77kW,1kW,80kW,0kW,0kW,8kW,94kW,27kW,36kW,1753.224594116211kW,4kW,72kW,54kW,0kW,54kW,27kW,27kW,42kW,2kW,74kW,107kW,50kW,9kW,16kW,146kW,151kW,0.028726058080792427kW,14kW,3kW,0kW,68kW,4kW,"",124kW,261kW,"",16kW,183kW,37kW,0kW,7kW,328kW,77kW,60kW,174kW,66kW,2kW,785kW,24kW,"",8kW,10kW,0kW,4kW,0kW,13kW,3kW,11kW,140kW,0kW,62kW,0kW,505kW,130kW,57kW,0kW,52kW,0kW,1kW,169kW,35kW,138kW,2kW,"",92kW,"","",82.40450096130371kW,4kW,6kW,4kW,408kW,5kW,34kW,82kW,20kW,109kW,141kW,0kW,4kW,155kW,2kW,12559.70917843567kW,0kW,165kW,64kW,"",6kW,9kW,13kW,835kW,20kW,"",3kW,16kW,27kW,146kW,14kW,481kW,1kW,111kW,20kW
2016-07-20T13:25:00+10:00 Sydney,182.04759721203382kW,39kW,55kW,"","",195kW,164kW,11kW,9kW,89kW,18kW,51kW,3kW,3kW,"",24kW,0kW,"",0kW,10kW,2kW,15kW,300kW,0kW,119kW,49kW,0kW,45kW,12kW,0kW,8kW,0kW,0kW,64kW,0kW,35kW,35kW,1kW,149kW,0kW,15kW,131kW,220kW,77kW,1kW,94kW,0kW,0kW,8kW,104kW,27kW,36kW,1755.513198852539kW,4kW,67kW,55kW,0kW,54kW,27kW,27kW,42kW,2kW,74kW,107kW,50kW,9kW,16kW,143kW,151kW,0.028726058080792427kW,14kW,3kW,0kW,68kW,4kW,"",111kW,257kW,"",16kW,183kW,37kW,0kW,7kW,328kW,77kW,60kW,174kW,66kW,2kW,785kW,24kW,"",8kW,10kW,0kW,4kW,0kW,13kW,3kW,11kW,140kW,0kW,62kW,0kW,492kW,117kW,57kW,0kW,54kW,0kW,1kW,169kW,35kW,142kW,2kW,"",92kW,"","",80.7952995300293kW,4kW,6kW,4kW,408kW,5kW,28kW,86kW,20kW,106kW,136kW,0kW,4kW,155kW,2kW,12505.384821652682kW,0kW,157kW,64kW,"",6kW,9kW,13kW,817kW,20kW,"",3kW,16kW,27kW,146kW,14kW,481kW,1kW,111kW,20kW
