Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B92 B92 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B1A B1A V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B100 B100 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-02-25T13:55:00+11:00 Sydney,197kW,22kW,65kW,"","",200kW,153kW,14kW,13kW,0kW,0kW,100kW,6kW,18kW,"",29kW,0kW,"",0kW,13kW,7kW,15kW,369kW,0kW,216kW,66kW,0kW,96kW,19kW,0kW,0kW,42kW,0kW,159kW,2kW,38kW,38kW,1kW,280kW,17kW,15kW,51kW,150kW,149kW,6kW,35kW,0kW,0kW,19kW,137kW,8kW,31kW,1855.3170013427734kW,0kW,169kW,0kW,0kW,137kW,5kW,0kW,0kW,11kW,108kW,84kW,95kW,3kW,3kW,265kW,135kW,0.029717762023210526kW,0kW,14kW,0kW,169kW,0kW,"",73kW,0kW,"",0kW,203kW,52kW,0kW,35kW,404kW,"",205kW,139kW,121kW,11kW,697kW,20kW,"",1kW,5kW,0kW,8kW,194kW,14kW,0kW,17kW,314kW,0kW,83kW,0kW,649kW,176kW,109kW,119kW,121kW,0kW,4kW,0kW,47kW,258kW,11kW,"",0kW,"","",534.287410736084kW,28kW,5kW,5kW,413kW,9kW,75kW,75kW,17kW,108kW,154kW,0kW,41kW,149kW,4kW,15955.63412984088kW,18427.73486328125kW,361kW,64kW,"",2kW,0kW,23kW,1099kW,13kW,"",2kW,14kW,45kW,155kW,13kW,487kW,0kW,102kW,0kW
2016-02-25T14:00:00+11:00 Sydney,214kW,22kW,65kW,"","",200kW,153kW,14kW,13kW,0kW,0kW,100kW,6kW,18kW,"",29kW,0kW,"",0kW,13kW,7kW,15kW,369kW,0kW,207kW,66kW,0kW,96kW,19kW,0kW,0kW,42kW,0kW,159kW,2kW,38kW,38kW,1kW,280kW,17kW,15kW,51kW,150kW,149kW,6kW,37kW,0kW,0kW,19kW,139kW,8kW,31kW,1862.2492065429688kW,0kW,169kW,0kW,0kW,137kW,5kW,0kW,0kW,9kW,105kW,84kW,76kW,3kW,3kW,255kW,135kW,0.028237823396921158kW,0kW,14kW,0kW,169kW,0kW,"",73kW,0kW,"",0kW,203kW,52kW,0kW,35kW,538kW,"",205kW,139kW,121kW,11kW,708kW,25kW,"",1kW,5kW,0kW,8kW,185kW,14kW,0kW,17kW,318kW,0kW,78kW,0kW,658kW,181kW,103kW,119kW,121kW,0kW,4kW,0kW,47kW,258kW,11kW,"",0kW,"","",714.514404296875kW,28kW,5kW,5kW,413kW,9kW,87kW,77kW,17kW,110kW,154kW,0kW,41kW,149kW,4kW,16289.79184866324kW,18592.785400390625kW,361kW,64kW,"",2kW,0kW,23kW,1099kW,13kW,"",2kW,14kW,45kW,155kW,13kW,493kW,0kW,107kW,0kW
2016-02-25T14:05:00+11:00 Sydney,214kW,22kW,65kW,"","",200kW,153kW,14kW,13kW,0kW,0kW,100kW,6kW,18kW,"",29kW,0kW,"",0kW,13kW,7kW,15kW,352kW,0kW,207kW,66kW,0kW,96kW,19kW,0kW,0kW,42kW,0kW,159kW,2kW,38kW,38kW,1kW,280kW,17kW,15kW,51kW,150kW,149kW,6kW,37kW,0kW,0kW,19kW,139kW,8kW,31kW,1862.2492065429688kW,0kW,169kW,0kW,0kW,137kW,5kW,0kW,0kW,9kW,105kW,84kW,76kW,3kW,3kW,255kW,135kW,0.028237823396921158kW,0kW,14kW,0kW,169kW,0kW,"",73kW,0kW,"",0kW,197kW,46kW,0kW,35kW,538kW,"",192kW,139kW,121kW,11kW,708kW,25kW,"",1kW,5kW,0kW,8kW,185kW,14kW,0kW,17kW,318kW,0kW,78kW,0kW,652kW,181kW,103kW,128kW,121kW,0kW,4kW,0kW,50kW,269kW,11kW,"",0kW,"","",714.514404296875kW,28kW,5kW,5kW,413kW,9kW,87kW,77kW,17kW,110kW,155kW,0kW,41kW,149kW,4kW,16251.79184866324kW,18730.169555664062kW,358kW,64kW,"",3kW,0kW,25kW,1164kW,17kW,"",2kW,14kW,36kW,155kW,13kW,509kW,0kW,107kW,0kW
2016-02-25T14:10:00+11:00 Sydney,214kW,22kW,78kW,"","",197kW,143kW,14kW,13kW,0kW,0kW,100kW,6kW,11kW,"",36kW,0kW,"",1kW,12kW,2kW,15kW,352kW,0kW,210kW,63kW,0kW,94kW,9kW,0kW,0kW,30kW,0kW,158kW,2kW,38kW,38kW,1kW,291kW,17kW,14kW,51kW,157kW,150kW,1kW,37kW,0kW,0kW,16kW,139kW,4kW,32kW,1891.8836059570312kW,0kW,156kW,0kW,0kW,141kW,3kW,0kW,0kW,9kW,105kW,99kW,72kW,4kW,6kW,255kW,131kW,0.028237823396921158kW,0kW,11kW,0kW,165kW,0kW,"",71kW,0kW,"",0kW,197kW,46kW,0kW,35kW,625kW,"",192kW,135kW,125kW,11kW,701kW,29kW,"",1kW,5kW,0kW,7kW,185kW,18kW,0kW,17kW,343kW,0kW,78kW,0kW,691kW,181kW,98kW,128kW,162kW,0kW,4kW,0kW,50kW,269kW,11kW,"",0kW,"","",715.514404296875kW,28kW,5kW,2kW,373kW,10kW,87kW,105kW,30kW,110kW,155kW,0kW,47kW,147kW,4kW,16406.426248077303kW,18830.006958007812kW,358kW,64kW,"",3kW,0kW,25kW,1169kW,17kW,"",1kW,14kW,36kW,166kW,14kW,509kW,0kW,107kW,0kW
2016-02-25T14:15:00+11:00 Sydney,230kW,22kW,78kW,"","",197kW,143kW,14kW,13kW,0kW,0kW,100kW,6kW,11kW,"",36kW,0kW,"",1kW,12kW,2kW,15kW,352kW,0kW,210kW,63kW,0kW,94kW,9kW,0kW,0kW,30kW,0kW,158kW,2kW,38kW,38kW,1kW,291kW,17kW,14kW,58kW,157kW,150kW,1kW,42kW,0kW,0kW,16kW,134kW,4kW,32kW,1891.8836059570312kW,0kW,156kW,0kW,0kW,141kW,3kW,0kW,0kW,10kW,92kW,99kW,72kW,4kW,6kW,256kW,131kW,0.029663287103176117kW,0kW,11kW,0kW,165kW,0kW,"",71kW,0kW,"",0kW,197kW,46kW,0kW,35kW,601kW,"",192kW,135kW,125kW,11kW,688kW,29kW,"",1kW,5kW,0kW,7kW,196kW,18kW,0kW,17kW,343kW,0kW,80kW,0kW,682kW,184kW,103kW,128kW,162kW,0kW,4kW,0kW,50kW,269kW,11kW,"",0kW,"","",765.4996948242188kW,28kW,5kW,2kW,373kW,10kW,81kW,99kW,30kW,106kW,155kW,0kW,47kW,147kW,4kW,16424.412964068353kW,18506.229858398438kW,358kW,64kW,"",3kW,0kW,25kW,1161kW,24kW,"",1kW,14kW,36kW,166kW,14kW,511kW,0kW,102kW,0kW
2016-02-25T14:20:00+11:00 Sydney,230kW,21kW,75kW,"","",163kW,143kW,14kW,13kW,0kW,0kW,94kW,6kW,12kW,"",36kW,0kW,"",4kW,13kW,1kW,15kW,395kW,0kW,210kW,62kW,0kW,94kW,9kW,0kW,0kW,21kW,0kW,160kW,2kW,43kW,43kW,1kW,281kW,17kW,14kW,58kW,159kW,150kW,1kW,42kW,0kW,0kW,16kW,134kW,8kW,32kW,1891.8836059570312kW,0kW,156kW,0kW,0kW,141kW,3kW,0kW,0kW,10kW,92kW,103kW,73kW,4kW,8kW,256kW,139kW,0.029663287103176117kW,0kW,10kW,0kW,165kW,0kW,"",86kW,0kW,"",0kW,200kW,45kW,0kW,35kW,601kW,"",197kW,132kW,125kW,11kW,677kW,29kW,"",1kW,5kW,0kW,7kW,196kW,14kW,0kW,18kW,343kW,0kW,80kW,0kW,654kW,184kW,103kW,140kW,168kW,0kW,4kW,0kW,56kW,269kW,11kW,"",0kW,"","",765.4996948242188kW,7kW,6kW,2kW,373kW,10kW,81kW,113kW,23kW,106kW,153kW,0kW,47kW,162kW,4kW,16451.412964068353kW,18493.202514648438kW,358kW,69kW,"",2kW,0kW,23kW,1142kW,24kW,"",3kW,14kW,42kW,166kW,14kW,509kW,0kW,102kW,0kW
2016-02-25T14:25:00+11:00 Sydney,221kW,21kW,75kW,"","",163kW,146kW,9kW,13kW,0kW,0kW,94kW,6kW,12kW,"",26kW,0kW,"",4kW,13kW,1kW,15kW,395kW,0kW,236kW,62kW,0kW,101kW,25kW,0kW,0kW,21kW,0kW,160kW,2kW,43kW,43kW,1kW,281kW,17kW,13kW,51kW,159kW,136kW,6kW,40kW,0kW,0kW,16kW,137kW,8kW,31kW,1836.7174987792969kW,0kW,162kW,0kW,0kW,142kW,6kW,0kW,0kW,10kW,95kW,103kW,81kW,4kW,8kW,256kW,139kW,0.03055918775498867kW,0kW,10kW,0kW,150kW,0kW,"",86kW,0kW,"",0kW,200kW,45kW,0kW,35kW,597kW,"",197kW,132kW,125kW,11kW,691kW,22kW,"",1kW,5kW,0kW,7kW,196kW,14kW,0kW,18kW,325kW,0kW,80kW,0kW,654kW,184kW,94kW,140kW,168kW,0kW,4kW,0kW,56kW,269kW,11kW,"",0kW,"","",699.0361022949219kW,7kW,6kW,2kW,391kW,10kW,81kW,113kW,23kW,106kW,153kW,0kW,47kW,162kW,4kW,16308.784160261974kW,18534.055297851562kW,358kW,69kW,"",2kW,0kW,23kW,1142kW,24kW,"",3kW,14kW,42kW,164kW,14kW,506kW,0kW,91kW,0kW
2016-02-25T14:30:00+11:00 Sydney,221kW,21kW,75kW,"","",163kW,146kW,9kW,13kW,0kW,0kW,98kW,6kW,12kW,"",26kW,0kW,"",4kW,13kW,1kW,15kW,395kW,0kW,236kW,62kW,0kW,101kW,25kW,0kW,0kW,21kW,0kW,160kW,2kW,43kW,43kW,1kW,281kW,17kW,13kW,51kW,159kW,136kW,6kW,40kW,0kW,0kW,16kW,137kW,8kW,31kW,1836.7174987792969kW,0kW,162kW,0kW,0kW,142kW,6kW,0kW,0kW,9kW,95kW,103kW,81kW,4kW,8kW,267kW,139kW,0.03055918775498867kW,0kW,10kW,0kW,150kW,0kW,"",86kW,0kW,"",0kW,210kW,47kW,0kW,35kW,580kW,"",197kW,132kW,125kW,11kW,691kW,22kW,"",1kW,5kW,0kW,7kW,167kW,14kW,0kW,18kW,325kW,0kW,88kW,0kW,663kW,186kW,94kW,145kW,168kW,0kW,4kW,0kW,56kW,268kW,11kW,"",0kW,"","",620.5497131347656kW,7kW,6kW,2kW,391kW,10kW,81kW,118kW,23kW,106kW,155kW,0kW,47kW,162kW,4kW,16248.297771101817kW,18450.919189453125kW,346kW,69kW,"",2kW,0kW,30kW,1170kW,23kW,"",3kW,14kW,43kW,164kW,14kW,503kW,0kW,91kW,0kW
2016-02-25T14:35:00+11:00 Sydney,221kW,21kW,68kW,"","",162kW,148kW,11kW,13kW,0kW,0kW,98kW,6kW,16kW,"",26kW,0kW,"",0kW,12kW,2kW,15kW,397kW,0kW,236kW,57kW,0kW,97kW,16kW,0kW,0kW,29kW,0kW,163kW,2kW,46kW,46kW,1kW,279kW,0kW,15kW,51kW,143kW,142kW,1kW,40kW,0kW,0kW,16kW,137kW,4kW,31kW,1865.7174987792969kW,0kW,198kW,0kW,0kW,143kW,4kW,0kW,0kW,9kW,95kW,93kW,80kW,4kW,8kW,267kW,132kW,0.03055918775498867kW,0kW,11kW,0kW,181kW,0kW,"",71kW,0kW,"",0kW,210kW,47kW,0kW,36kW,574kW,"",190kW,129kW,138kW,11kW,693kW,22kW,"",1kW,5kW,0kW,7kW,167kW,14kW,0kW,21kW,325kW,0kW,88kW,0kW,658kW,186kW,94kW,145kW,161kW,0kW,4kW,0kW,48kW,268kW,11kW,"",0kW,"","",627.5497131347656kW,28kW,6kW,2kW,439kW,10kW,81kW,116kW,17kW,106kW,147kW,0kW,38kW,148kW,4kW,16283.297771101817kW,18511.547973632812kW,346kW,64kW,"",2kW,0kW,30kW,1184kW,23kW,"",1kW,14kW,43kW,153kW,14kW,503kW,0kW,91kW,0kW
2016-02-25T14:40:00+11:00 Sydney,211kW,21kW,68kW,"","",162kW,148kW,11kW,13kW,0kW,0kW,98kW,6kW,16kW,"",19kW,0kW,"",0kW,12kW,2kW,14kW,397kW,0kW,215kW,57kW,0kW,97kW,16kW,0kW,0kW,29kW,0kW,163kW,2kW,46kW,46kW,1kW,279kW,0kW,15kW,54kW,143kW,142kW,1kW,37kW,0kW,0kW,16kW,144kW,4kW,31kW,1896.196792602539kW,0kW,198kW,0kW,0kW,143kW,4kW,0kW,0kW,10kW,98kW,93kW,82kW,4kW,8kW,263kW,132kW,0.02866472862660885kW,0kW,11kW,0kW,181kW,0kW,"",71kW,0kW,"",0kW,210kW,47kW,0kW,36kW,575kW,"",190kW,129kW,138kW,11kW,690kW,22kW,"",1kW,5kW,0kW,7kW,196kW,14kW,0kW,21kW,330kW,0kW,88kW,0kW,663kW,186kW,91kW,145kW,161kW,0kW,4kW,0kW,48kW,268kW,11kW,"",0kW,"","",586.4533081054688kW,28kW,6kW,2kW,439kW,10kW,73kW,117kW,17kW,103kW,147kW,0kW,38kW,148kW,4kW,16258.678765436634kW,18577.7109375kW,346kW,64kW,"",2kW,0kW,30kW,1184kW,23kW,"",1kW,14kW,43kW,153kW,14kW,496kW,0kW,87kW,0kW
2016-02-25T14:45:00+11:00 Sydney,211kW,20kW,68kW,"","",162kW,148kW,11kW,13kW,0kW,0kW,100kW,7kW,16kW,"",19kW,0kW,"",0kW,12kW,2kW,14kW,341kW,0kW,215kW,57kW,0kW,97kW,16kW,0kW,0kW,29kW,0kW,163kW,2kW,46kW,46kW,1kW,279kW,0kW,15kW,54kW,143kW,142kW,1kW,37kW,0kW,0kW,16kW,144kW,4kW,31kW,1896.196792602539kW,0kW,198kW,0kW,0kW,143kW,4kW,0kW,0kW,10kW,98kW,93kW,82kW,4kW,8kW,263kW,132kW,0.02866472862660885kW,0kW,11kW,0kW,181kW,0kW,"",71kW,0kW,"",0kW,205kW,50kW,0kW,36kW,575kW,"",202kW,129kW,138kW,11kW,690kW,22kW,"",1kW,5kW,0kW,7kW,196kW,14kW,0kW,21kW,330kW,0kW,84kW,0kW,659kW,185kW,91kW,140kW,161kW,0kW,4kW,0kW,53kW,267kW,11kW,"",0kW,"","",586.4533081054688kW,28kW,6kW,2kW,439kW,10kW,73kW,93kW,17kW,103kW,160kW,0kW,38kW,148kW,3kW,16207.678765436634kW,18459.316040039062kW,381kW,64kW,"",2kW,0kW,29kW,1193kW,26kW,"",1kW,14kW,44kW,153kW,14kW,475kW,0kW,87kW,0kW
2016-02-25T14:50:00+11:00 Sydney,211kW,20kW,75kW,"","",161kW,147kW,10kW,13kW,0kW,0kW,100kW,7kW,12kW,"",23kW,0kW,"",4kW,14kW,2kW,14kW,341kW,0kW,215kW,71kW,0kW,94kW,14kW,0kW,0kW,42kW,0kW,149kW,2kW,38kW,38kW,1kW,288kW,0kW,19kW,54kW,140kW,154kW,6kW,37kW,0kW,0kW,18kW,144kW,4kW,31kW,1873.196792602539kW,0kW,204kW,0kW,0kW,141kW,4kW,0kW,0kW,10kW,98kW,99kW,81kW,4kW,4kW,263kW,129kW,0.02866472862660885kW,0kW,11kW,0kW,147kW,0kW,"",59kW,0kW,"",0kW,205kW,50kW,0kW,36kW,664kW,"",202kW,146kW,132kW,11kW,730kW,22kW,"",1kW,5kW,0kW,11kW,196kW,14kW,0kW,16kW,330kW,0kW,84kW,0kW,655kW,185kW,91kW,140kW,159kW,0kW,4kW,0kW,53kW,267kW,11kW,"",0kW,"","",575.4533081054688kW,28kW,6kW,2kW,428kW,10kW,73kW,88kW,17kW,103kW,160kW,0kW,58kW,149kW,3kW,16368.678765436634kW,18470.982421875kW,381kW,75kW,"",2kW,0kW,29kW,1191kW,26kW,"",1kW,14kW,44kW,198kW,14kW,475kW,0kW,87kW,0kW
2016-02-25T14:55:00+11:00 Sydney,230kW,20kW,75kW,"","",161kW,147kW,10kW,13kW,0kW,0kW,100kW,7kW,12kW,"",23kW,0kW,"",4kW,14kW,2kW,14kW,341kW,0kW,200kW,71kW,0kW,94kW,14kW,0kW,0kW,42kW,0kW,149kW,2kW,38kW,38kW,1kW,288kW,0kW,19kW,48kW,140kW,154kW,6kW,31kW,0kW,0kW,18kW,138kW,4kW,31kW,1873.6269989013672kW,0kW,204kW,0kW,0kW,141kW,4kW,0kW,0kW,8kW,98kW,99kW,82kW,4kW,4kW,255kW,129kW,0.028605377301573753kW,0kW,11kW,0kW,147kW,0kW,"",59kW,0kW,"",0kW,205kW,50kW,0kW,36kW,669kW,"",202kW,146kW,132kW,11kW,727kW,24kW,"",1kW,5kW,0kW,11kW,183kW,14kW,0kW,16kW,327kW,0kW,85kW,0kW,659kW,185kW,92kW,140kW,159kW,0kW,4kW,0kW,53kW,267kW,11kW,"",0kW,"","",572.877685546875kW,28kW,6kW,2kW,428kW,10kW,77kW,88kW,17kW,107kW,160kW,0kW,58kW,149kW,3kW,16369.533289825544kW,18746.732543945312kW,381kW,75kW,"",2kW,0kW,29kW,1191kW,26kW,"",1kW,14kW,44kW,198kW,14kW,484kW,0kW,100kW,0kW
2016-02-25T15:00:00+11:00 Sydney,230kW,22kW,75kW,"","",161kW,147kW,10kW,13kW,0kW,0kW,112kW,6kW,12kW,"",23kW,0kW,"",4kW,14kW,2kW,14kW,339kW,0kW,200kW,71kW,0kW,94kW,14kW,0kW,0kW,42kW,0kW,149kW,2kW,38kW,38kW,1kW,288kW,0kW,19kW,48kW,140kW,154kW,6kW,31kW,0kW,0kW,18kW,138kW,4kW,31kW,1873.6269989013672kW,0kW,204kW,0kW,0kW,141kW,4kW,0kW,0kW,8kW,98kW,99kW,82kW,4kW,4kW,255kW,129kW,0.028605377301573753kW,0kW,11kW,0kW,147kW,4kW,"",59kW,0kW,"",0kW,198kW,57kW,0kW,36kW,669kW,"",184kW,146kW,132kW,11kW,727kW,24kW,"",1kW,5kW,0kW,11kW,183kW,14kW,0kW,16kW,327kW,0kW,85kW,0kW,653kW,190kW,92kW,134kW,159kW,0kW,4kW,0kW,51kW,269kW,11kW,"",0kW,"","",572.877685546875kW,28kW,6kW,2kW,428kW,10kW,77kW,109kW,17kW,107kW,153kW,0kW,58kW,149kW,3kW,16355.533289825544kW,18555.3212890625kW,351kW,75kW,"",2kW,0kW,28kW,1191kW,26kW,"",1kW,14kW,36kW,198kW,14kW,492kW,0kW,100kW,0kW
2016-02-25T15:05:00+11:00 Sydney,230kW,22kW,69kW,"","",189kW,149kW,12kW,13kW,0kW,0kW,112kW,6kW,13kW,"",27kW,0kW,"",4kW,13kW,3kW,14kW,339kW,0kW,200kW,70kW,0kW,100kW,21kW,0kW,0kW,35kW,0kW,149kW,2kW,38kW,38kW,1kW,292kW,0kW,19kW,48kW,156kW,136kW,9kW,31kW,0kW,0kW,22kW,138kW,4kW,30kW,1909.3748016357422kW,0kW,202kW,0kW,0kW,143kW,5kW,0kW,0kW,8kW,98kW,88kW,82kW,5kW,5kW,255kW,126kW,0.028605377301573753kW,0kW,10kW,0kW,173kW,4kW,"",74kW,0kW,"",0kW,198kW,57kW,0kW,36kW,690kW,"",184kW,140kW,133kW,11kW,705kW,17kW,"",1kW,5kW,0kW,7kW,183kW,14kW,0kW,18kW,327kW,0kW,85kW,0kW,664kW,190kW,92kW,134kW,145kW,0kW,4kW,0kW,51kW,269kW,11kW,"",0kW,"","",572.877685546875kW,28kW,6kW,2kW,442kW,10kW,77kW,108kW,29kW,107kW,153kW,0kW,48kW,148kW,3kW,16417.28109255992kW,18815.361572265625kW,351kW,78kW,"",2kW,0kW,28kW,1176kW,26kW,"",1kW,14kW,36kW,162kW,15kW,492kW,0kW,100kW,0kW
2016-02-25T15:10:00+11:00 Sydney,221kW,22kW,69kW,"","",189kW,149kW,12kW,13kW,0kW,0kW,112kW,6kW,13kW,"",27kW,0kW,"",4kW,13kW,3kW,14kW,339kW,0kW,251kW,70kW,0kW,100kW,21kW,0kW,0kW,35kW,0kW,149kW,2kW,38kW,38kW,1kW,292kW,0kW,19kW,39kW,156kW,136kW,9kW,34kW,0kW,0kW,22kW,136kW,4kW,30kW,1909.3748016357422kW,0kW,202kW,0kW,0kW,143kW,5kW,0kW,0kW,8kW,102kW,88kW,79kW,5kW,5kW,268kW,126kW,0.027519088238477707kW,0kW,10kW,0kW,173kW,4kW,"",74kW,0kW,"",0kW,198kW,57kW,0kW,36kW,605kW,"",184kW,140kW,133kW,11kW,722kW,17kW,"",1kW,5kW,0kW,7kW,199kW,14kW,0kW,18kW,337kW,0kW,86kW,0kW,672kW,188kW,90kW,134kW,145kW,0kW,4kW,0kW,51kW,269kW,11kW,"",0kW,"","",584.6463928222656kW,28kW,6kW,2kW,442kW,10kW,89kW,108kW,29kW,108kW,154kW,0kW,48kW,148kW,3kW,16414.048713546246kW,18621.708618164062kW,351kW,78kW,"",2kW,0kW,28kW,1175kW,26kW,"",1kW,14kW,36kW,162kW,15kW,486kW,0kW,92kW,0kW
2016-02-25T15:15:00+11:00 Sydney,221kW,"",69kW,"","","","","",13kW,0kW,"","",6kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",28kW,"","","","","","","","","","","",148kW,"",16463.882600589437kW,18643.4970703125kW,"","","","","","","","","","","","","","","","","",0kW
2016-02-25T15:15:01+11:00 Sydney,"",21kW,"","","",189kW,149kW,12kW,"","",0kW,97kW,"",13kW,"",27kW,0kW,"",4kW,13kW,3kW,14kW,330kW,0kW,251kW,70kW,0kW,100kW,21kW,0kW,0kW,35kW,0kW,149kW,2kW,38kW,38kW,1kW,292kW,0kW,19kW,39kW,156kW,136kW,9kW,34kW,0kW,0kW,22kW,136kW,4kW,30kW,1909.3748016357422kW,"",202kW,0kW,0kW,143kW,5kW,0kW,0kW,8kW,102kW,88kW,79kW,5kW,5kW,268kW,126kW,0.027519088238477707kW,0kW,10kW,0kW,173kW,0kW,"",71kW,0kW,"",0kW,206kW,49kW,0kW,36kW,605kW,"",183kW,140kW,137kW,11kW,722kW,17kW,"",1kW,5kW,0kW,7kW,199kW,14kW,0kW,18kW,337kW,0kW,86kW,0kW,683kW,188kW,90kW,139kW,161kW,0kW,4kW,0kW,51kW,272kW,11kW,"",0kW,"","",584.6463928222656kW,"",6kW,2kW,442kW,10kW,89kW,113kW,23kW,108kW,156kW,0kW,48kW,"",3kW,16464.032952382928kW,"",361kW,78kW,"",2kW,0kW,30kW,1170kW,26kW,"",1kW,14kW,40kW,162kW,15kW,500kW,0kW,92kW,""
2016-02-25T15:15:02+11:00 Sydney,221kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16463.429036649643kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T15:20:00+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18628.34716796875kW,"","","","","","","","","","","","","","","","","",""
2016-02-25T15:20:01+11:00 Sydney,221kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16282.85823239617kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T15:20:03+11:00 Sydney,"","","","","","","","",14kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16281.650400929591kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T15:20:05+11:00 Sydney,"","","","","","","","","","","","",6kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16280.435968802947kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T15:20:10+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",145kW,"",16277.399888486334kW,"","","","","","","","","","","","","","","","","","",""
